,formula,Number of Atoms,Density (g cm-3),Volume (Å3),the total atomic mass (amu),Bulk modulus (GPa),Shear modulus (GPa),Sound velocity of the transverse wave (m s-1),Sound velocity of the longitude wave (m s-1),Poisson ratio,Acoustic Debye Temperature (K),Kappa_cal (W m-1 K-1)
mp-1199919,K4Mn2P4H4O16F4,34,2.495540612639512,483.20798907,726.172,37.59395912424523,17.750724341721558,2667.016600164583,4954.636717906471,0.2960196444193502,112.96668700529794,0.7077716680416674
mp-1181157,K2La2C8O22,34,2.30685620974667,578.80829049,804.0740000000001,24.46324370973836,10.407653368936492,2124.056902896288,4076.772176555625,0.3136996739588084,84.90567790423721,0.3143214702007478
mp-2713909,Hf2Nb2P6O24,34,3.569794820797733,517.55884307,1112.612,52.91041166737674,22.94949882372942,2535.5079425197373,4836.675458360823,0.3105233972216908,105.15973317275954,0.8137076332960751
mp-30097,Bi4Te14Cl16,34,4.897694233367752,1081.43257188,3189.568,8.060303362791677,5.019588968064236,1012.3676150338648,1735.584016476156,0.2421488092534506,32.56984732128149,0.1313295363892731
mp-1196471,Cs8Co6F20,34,4.839070500063224,616.59011076,1796.798,43.49055519204518,18.14691858420064,1936.5132404118176,3739.985194871336,0.3168440506273802,75.82524835089794,0.4997960516312958
mp-1173724,Na4Gd8N2Cl18O2,34,4.189029881546827,811.8998502,2048.126,37.97373109185939,19.72992186077847,2170.23095369208,3917.2581844631086,0.2785661364592899,77.1552805765743,0.8401852873901209
mp-1194539,Al4Ag4Bi4S6Cl16,34,3.653936008273218,970.25892732,2134.958,12.026616198450602,6.059953233733776,1287.8170413044047,2345.785794529636,0.2842911106352986,43.17427754574816,0.1574732175468343
mp-1199533,Pb14Br4O16,34,7.2214751080133635,799.39802596,3476.4,32.680282557822935,14.64679207949969,1424.158410439106,2688.8163278012894,0.3050346234297556,51.06261003830608,0.3491272620872091
mp-542515,Gd4Te8O22,34,6.610424778970368,502.85849712,2001.778,53.37023243227287,27.64538324283289,2045.0155919890065,3694.558809141218,0.2791385783881879,85.29803935758865,0.9426788960182628
mp-1228759,Ba8Ge4Pb2Se16Br4,34,5.013555913708888,1121.68557431,3386.552,27.8934224512242,16.127213936735128,1793.522140113732,3138.8792227825143,0.2576251740617001,57.10579150413011,0.703790329860329
mp-1202992,Na1H12Au1C4S4O12,34,2.115347020122686,471.27947261,600.345,19.825919712839436,8.657308164229802,2023.0220989651116,3850.87575431872,0.3094085357156324,86.55323831150251,0.2390904629770097
mp-703865,Rb4Nb4P4S22,34,2.690522351011805,952.22256255,1542.822,13.883477308053214,5.260670288609205,1398.3060591973726,2786.9616224193314,0.3317881042930188,47.46039260651504,0.1089454134548617
mp-676737,K18Nb4As12,34,2.903828425080876,1129.1064204,1974.452,24.750271075260184,10.873618508883686,1935.0917882549224,3676.4245992803226,0.3083931084066947,61.86460380109819,0.3868605361409791
mp-729273,Tb4Te8O22,34,6.485209984245447,514.28313803,2008.478,45.42380852881604,24.78934522516944,1955.106891302316,3478.6212994533744,0.269130511108469,80.84096580103162,0.8584482623613017
mp-542143,Rb2Zn8B6O18,34,3.814253831026578,455.84748968,1047.056,84.60340331007926,31.14254366943077,2857.4079288898647,5750.410974148347,0.3360646987473066,124.04719545795676,0.9988913877407172
mp-1212577,H8C2N16O8,34,1.5935503737587453,400.3497013,384.19,25.944815046249317,10.021493637052863,2507.74474647001,4966.506205902536,0.3288989832100024,113.57425930971564,0.2847259234804602
mp-729018,V4Cu2H12N4O12,34,2.622355747220328,374.22650706,590.972,42.76716180693472,16.523424902394876,2510.1763398633725,4970.914813983262,0.3288613657810628,116.26981610839184,0.4595834437865342
mp-1233763,Mg1Cr3S6O24,34,2.7055476359938457,464.41289084,756.659,38.90193328569861,18.51051508049707,2615.6622191884417,4847.765655587387,0.2946566386344688,112.24710114568823,0.7201307047698916
mp-1211748,K6Ta4As2S22,34,3.363887263207475,895.30756554,1813.654,15.605441058982716,5.87220666350868,1321.234634083369,2639.4426220347373,0.3328230067922758,45.78155328731565,0.1117208019214476
mp-771674,Mg1Cr3S6O24,34,2.8251719799564023,444.7485703,756.659,45.41950714828962,22.121826214581034,2798.259861743278,5149.472523217472,0.2904870155152001,121.76370359990376,0.929850871378088
mp-1217859,Tb4F30,34,3.431389498846245,583.45434619,1205.64,15.916901199690642,7.746719607301599,1502.53262081313,2765.6384254751533,0.2906194785343131,59.72600452265518,0.1912545450509545
mp-769544,Mg1Cr3Se2S4O24,34,3.0436962073197305,463.98743574,850.449,43.51337412523213,21.337341374740063,2647.7044246315263,4862.442392983232,0.2892642445313542,113.58016177429312,0.8667532000371926
mp-770655,Li6Fe10O18,34,3.5779097721417323,412.17436364,888.0780000000001,93.31821255409922,26.66178694336657,2729.794375784104,6001.4557482925775,0.3695677165158912,123.1081989022509,0.5972380035570892
mp-1228526,Ba3Fe10Sn1O20,34,4.74650130592732,492.98525663,1409.121,90.64588809608772,31.782868666067422,2587.675084936481,5293.911079305248,0.343032334576241,109.54425030963158,0.8983960785625558
mp-721324,Gd4Mo6O24,34,4.479964653268052,588.84852791,1588.616,45.771076360205015,19.837389338931413,2104.2869643586087,4015.080351674184,0.3106524536291863,83.60175332394904,0.6088913575385863
mp-2713436,La2Nb2P4S2O24,34,3.0292082190387,567.7185272,1035.626,34.27192151804577,15.329282967287153,2249.55366077123,4249.840453005614,0.3053754691091813,90.40725765666556,0.5138455070886688
mp-773192,Gd4W6O24,34,7.123388761245314,493.27777599,2116.016,100.286923013019,32.93277386946954,2150.160269213794,4499.199213673874,0.3520068411936243,91.11469255543297,0.7197455592078789
mp-18664,K8Ta4S22,34,3.068018698538619,942.86799286,1742.006,12.556986200496985,5.263369092639159,1309.7937442976602,2525.921182699858,0.3161132580157269,44.51130886144927,0.113510638120623
mp-559911,V8S18Br8,34,3.103516599360983,868.90965031,1623.938,14.757276973158817,13.077484667355282,2052.745333234884,3220.7715071105654,0.1579518552173077,70.39823075330648,0.8845355465970002
mp-703866,Bi4Te14Cl16,34,4.696932819974634,1127.65633959,3189.568,7.184776207345211,4.412256090767601,969.2218168118033,1667.9913912580912,0.2451191903227804,30.760324740727167,0.1105709811575141
mp-643735,H16Pd2N4Cl12,34,2.482042670770213,475.30515052,710.432,21.2905552990792,7.248924886782287,1708.9611030893795,3531.557758240076,0.3471133716648403,73.27177388440334,0.1294313961697877
mp-1179785,Rb3Ga1P6H6O18,34,2.1734936617938843,615.79541559,806.001,18.1325238229794,8.81910103983452,2014.3408963299723,3708.458264449732,0.2907410966954009,78.64466475360948,0.2969835589725422
mp-1181174,La2C8N2O22,34,2.12659514964812,588.68580611,753.892,11.879514807049942,4.587830715630147,1468.7953293583062,2909.0627753510303,0.3289245289925945,58.49848815869272,0.0867990547727477
mp-744574,Co2H12Se4O16,34,3.1037003918677075,375.47770781,701.786,27.5804803502646,11.444324767164368,1920.2385816355863,3715.204352494375,0.3177379883078526,88.71622841235605,0.2633362098940833
mp-683905,K6Ta4As2Se22,34,4.692512384573383,1006.90524037,2845.344,14.765619758996602,9.030830611336516,1387.2704465408815,2390.1171270610266,0.2459810101399102,45.7265463526283,0.3106953319496232
mp-2713851,Zr2Nb2P6O24,34,2.987190453261805,521.47826631,938.08,50.99807042213241,21.2609583229552,2667.841117608729,5153.842034729663,0.3169842676140526,110.4624515495457,0.7621700280503263
mp-683903,Cs6Nb4As2Se22,34,4.361800797064971,1163.45430045,3056.018,15.640687137085813,8.92376474145727,1430.3461206758195,2512.7048941368757,0.2603106976055501,45.0049606926438,0.3102775970458593
mp-770633,Rb2Li4Co4B6O18,34,3.134839096644842,417.03567996,787.2800000000001,74.70481484831124,23.403101929720737,2732.304420943584,5812.442979924949,0.358173073406027,122.55047427977456,0.5833761207063229
mp-1204479,Na2Se8O24,34,2.596676499607037,678.91755467,1061.636,5.3245929314212,3.670852073630472,1188.9799146246894,1983.7941305738727,0.2197056973239026,44.559668483115246,0.1063179675031639
mp-1204733,Ge2Bi2H16C4S8N2,34,2.8826131246485733,525.34186548,911.946,17.463919612959923,6.45566246199108,1496.5017452378925,3007.3887858623457,0.3354474422340862,61.96058932177576,0.1142234579880638
mp-757156,Sn2P8O24,34,3.043757151834348,474.20155266,869.188,30.79918460551268,17.475111607469625,2396.100222896913,4215.906373024691,0.2614268543495546,101.69761786495874,0.750519567079442
mp-728976,Rb4Nb6Cl14O10,34,3.1323866749888927,824.69428043,1555.64,24.01426629357152,7.993488708075648,1597.461863568588,3327.00410363326,0.3501900397515088,57.02184238817935,0.1563664678664306
mp-27441,Au4Se8O22,34,5.718155970270393,514.45901558,1771.526,13.69191638123682,10.02871432349462,1324.325164693341,2175.525943634116,0.2056407510295961,54.355969995463695,0.3117326597528834
mp-554147,Rb4Nb4P4S22,34,2.690522351011805,952.22256255,1542.822,13.659419510053407,5.169220288984631,1386.09889726611,2763.7942792037275,0.3319771603587546,47.04724031031736,0.1059705688540774
mp-770719,Rb2Li4Ni4B6O18,34,3.1747016657402813,411.29710346,786.32,64.80751386531176,21.14063679307988,2580.5220389239494,5412.256971782671,0.3528925235441056,116.19542560692672,0.5180824462482858
mp-1226687,Cs6Sb10Se18,34,4.823198250732114,1183.08642564,3436.3100000000004,18.508792721077377,10.61158362660411,1483.277960702665,2602.102395122556,0.2593307230953665,46.40542698633147,0.3866146808897983
mp-1228175,Ba10Li2Mo4N14Cl4,34,4.464053152661892,784.45821513,2108.822,44.05504433794816,22.502192042936866,2245.1622679991488,4073.063816120188,0.2817684630414742,80.77109382272613,0.963055313278742
mp-1201089,K4Cd2C8O20,34,2.4650856266880803,537.0802701,797.282,33.92431919315502,13.772618224500471,2363.699426409227,4605.57885092713,0.3212053798424907,96.96561036781029,0.4293167326186283
mp-669540,K4Pt2N8Cl4O16,34,2.829960613106373,619.87946598,1056.4,16.73246234813551,8.128196327619513,1694.7548948172732,3121.2506082186724,0.2909614651659549,66.02345092947898,0.2305050335502226
mp-728301,K4Mn2C8O20,34,2.425352943353313,467.17821923,682.336,34.15358510719121,17.678526349909923,2699.824639366185,4878.590014991406,0.2792746123006062,115.40898882112576,0.7759809711121439
mp-1204080,B8N4O22,34,1.5712121370584209,522.61930733,494.494,16.44175244077573,10.245878172983517,2553.625351503752,4377.10458571121,0.2420089925819013,104.68850070387954,0.5309635717611031
mp-32077,Mo4P6O24,34,3.18465648654259,497.2259528,953.58,49.07685481380855,22.65143623880128,2666.960448592393,4989.386575882883,0.2999955603174351,111.9488062463253,0.8902950662274473
mp-683902,Rb6Nb4As2Se22,34,4.239904118895439,1085.42994566,2771.396,17.226299274385667,8.08487924541067,1380.8889395507192,2570.0915664668323,0.2970791094043104,44.66687026085366,0.2172193454506202
mp-1210540,Nb6N4Cl14O10,34,2.408091134304421,875.62929869,1269.796,10.185352294993148,3.627690893153845,1227.3789706030054,2497.648808609832,0.3408151038602146,42.89115629304857,0.0599261864723745
mp-1197471,Li2As2Xe6F24,34,3.238391087834164,721.70316286,1407.436,20.36678177263835,3.991944980600939,1110.2674959679705,2816.515347244206,0.4080088065200876,41.76198131978996,0.029045777703569
mp-1195,Ba6P28,34,3.162540371423492,888.02843358,1691.234,37.3426031964672,14.23429391038836,2121.5336538106803,4220.0703502452425,0.330895888205933,73.69392893012827,0.4398131153969735
mp-849260,Re2H16I12N4,34,4.290944261416044,761.38272013,1967.418,15.77841929410524,6.796896810470744,1258.5744230682913,2406.066628226492,0.3116582413250081,45.90349250994504,0.135056613528899
mp-1204482,Cs4Cr2H8F20,34,3.184322236677577,533.81133364,1023.636,20.113627383602733,6.226252168929792,1398.3144583433077,2987.222657141873,0.3596998601661984,57.775342927722086,0.0851080832671632
mp-2713742,Ca2Ti2S6O24,34,2.401160788832678,520.23991077,752.256,28.799735189866578,15.474017735465903,2538.580407018847,4537.246876827203,0.2721577284966041,104.6029625918488,0.6875640384622105
mp-774586,Nb3Sb1P6O24,34,3.0990828742367347,519.91362034,970.298,41.664551594498086,20.15347306644703,2550.106713508319,4702.646171470978,0.2917271251076789,105.35373875474158,0.8074271916115304
mp-1197675,H12Pd2C4S4O12,34,2.348591992602816,419.44335089,593.228,25.544329747047463,9.599955668121993,2021.7657071002045,4040.605519228016,0.3330112288599813,90.202490160172,0.2167633063134981
mp-768611,Ba6Y4I24,34,4.936316908405999,1421.38561215,4225.282,13.511755997104087,5.138234721849713,1020.2472976234952,2031.030965079149,0.3312511275700014,30.297904350333297,0.0890790417268416
mp-675750,Ca2Ga12Te20,34,5.120175799379405,1125.01326481,3468.832,18.884060812333857,11.981409183376991,1529.7184819409322,2609.256216470656,0.2381440581680235,48.54778433672475,0.4886094956111333
mp-759690,Mn2H16N4F12,34,2.330193933894793,292.18607343,410.008,30.451987077496767,12.345572935289784,2301.7576281438924,4486.931266670728,0.3214263699033268,115.67091141417896,0.3054606467146593
mp-1228966,As2C6N6Cl6F14,34,2.4180658615937074,538.84353213,784.642,9.432079826180049,5.364288112069978,1489.4364741318243,2618.88637862654,0.2609534744681308,60.576387482887554,0.1497919870481371
mp-2713357,Y2Nb2P4S2O24,34,2.8208766924155726,550.77906977,935.626,40.82116375558273,16.899525758810274,2447.6268432737456,4739.085077784719,0.3181060572650599,99.52894991952373,0.5617911103059986
mp-654202,Tl8Fe2C12N12,34,4.62074534183196,739.94124041,2058.9700000000003,40.40786789822599,11.60868685710849,1585.0228627617405,3477.730713232745,0.3689096588387592,58.80958503340374,0.184631344470144
mp-1204734,V4Pb4Se4O22,34,5.563489866219172,507.5273702,1700.386,45.439421598174505,25.211375808003456,2128.7498110547854,3769.5533382133312,0.2658815832751035,88.37509335710793,0.9622666620750202
mp-1182589,Cr1H12C6N3O12,34,1.4398393199576698,426.9164788,370.167,22.86197852386444,8.545990334384172,2436.2630809095585,4877.702612672166,0.3338044156034379,108.06895368414436,0.2325357295016549
mp-770725,Rb2Li4Mn4B6O18,34,2.954733368888516,433.47522764,771.3000000000001,63.946323072749685,25.896497442740245,2960.474781706432,5773.030024259726,0.3215966063783672,130.44696762741708,0.9388168914260324
mp-1219529,Sb6Cl18O2F8,34,2.6549778578206444,971.1465676,1552.696,4.015671847270203,2.189690904491555,908.1570432227172,1616.2216242364027,0.2692909965429218,30.38105595954528,0.0435001325149114
mp-690568,V4Bi8O22,34,6.44970657162002,573.5268727,2227.586,33.04025919210263,20.849492698688007,1797.950652635256,3071.3063321111526,0.2393167575904832,71.4379145114789,0.7941856457148524
mp-1224431,Hg34,34,7.059846049183065,1604.17673486,6820.06,19.488497234014787,7.866345070730855,1055.5744786407402,2060.6116910681344,0.3221138117052837,30.071944550820717,0.1567200811632516
mp-1019723,Cs2Zn8B6O18,34,4.057961463307124,467.29465445,1141.93,84.57728175121076,31.1320481232256,2769.809416143442,5574.175578131079,0.3360688270062376,119.2544007985112,0.9759476100654684
mp-1042761,Fe4Te6O24,34,4.285202366679063,532.04030294,1372.956,22.601781174495848,14.135723009236685,1816.2404561918663,3110.094019986586,0.2412337255167762,74.00991977976946,0.5259570559204205
mp-1214815,Co2N8F24,34,0.340008258821936,3349.76331919,685.874,10.904997019707038,1.6107411964357652,2176.5475031849783,6195.90350875988,0.4296122286142195,49.22278026030957,0.028657219640358
mp-1196599,Cu2H16N4O4F8,34,2.4672887698170136,279.46401769,415.228,30.441097571499327,11.198703653934077,2130.4624553582253,4288.32145164764,0.3361516935299021,108.87416287324564,0.2273627084940648
mp-752475,Rb4Ga4Ge6O20,34,3.945284074790905,579.40693206,1376.584,50.18381450038515,21.492359329584723,2334.0110441626466,4470.2825768137045,0.3126143548100135,93.25304475524356,0.7185781528618209
mp-28464,Re6Te14I14,34,6.07058893440923,1280.27106097,4680.298,6.550661125285062,6.786481261437867,1057.3211366592154,1603.0135053322012,0.1149654667239001,31.734930559525505,0.3044115464732757
mp-766395,P8W2O24,34,2.9474841900654605,563.07723302,999.448,29.897856873827912,16.88971766480087,2393.7867169366514,4217.08474680315,0.2623025438176369,95.95515695690666,0.7640549639940959
mp-695772,Mo2P8O24,34,3.0396480047330723,449.96382755,823.648,33.40929024570465,17.0241248825826,2366.5776074269834,4296.365539368148,0.2822110643924579,102.47472232193296,0.6365629468896508
mp-1203087,Ga4Hg11P4Cl16,35,4.678691271977003,1127.42399695,3176.5260000000003,10.55091000994676,3.9564627935467143,919.5838778273828,1839.1876605176767,0.3333381433340901,29.509364083025726,0.0547504860563691
mp-1212020,K8Zr6Mn1Br20,35,3.5247288833516377,1183.99876918,2513.146,15.431830152846995,7.248450345984776,1434.0349150996706,2668.3520024930845,0.2969391988036457,45.060466427686364,0.2024081621088262
mp-669445,Cu2Bi8Pb6S19,35,6.711548715057592,903.42475834,3651.367,29.617169476648368,14.996416098141784,1494.7975164971886,2718.8403412308357,0.2833887942447154,51.31409952594036,0.4312328767686641
mp-1362272,Y2Cu3W6O24,35,6.448824673928666,477.7840854,1855.466,97.93801548313986,35.728409414235244,2353.783728472789,4751.21243662824,0.337372656640253,100.61267414795309,0.922389558700516
mp-1177030,Li5V6O5F19,35,2.876845623740276,450.99143864,781.3140000000001,38.84510288481314,20.28152717010411,2655.1682611490205,4785.662267449508,0.2776421989895287,114.81905444749717,0.8480110621350239
mp-648117,Si2Os3C12Cl6O12,35,2.7194218237758543,717.92518459,1175.7,9.52198296772738,5.954212378513608,1479.7006731662018,2533.9347725910698,0.2412723974581709,54.56500225855628,0.1937183671696024
mp-675004,Ge6Bi7O22,35,6.139767354219262,608.7243846,2250.678,37.68387402708382,22.009914029877866,1893.360077039724,3304.1521099887764,0.2555568225016187,73.88968383314968,0.8115239101635809
mp-1212753,Fe2Ni3H4Se6O20,35,4.015109183612956,448.9604868,1085.541,45.09822268106564,21.50279795129111,2314.18890582198,4286.345255891699,0.2942938891112531,100.43178938300584,0.7124346307736393
mp-1100928,V5Mo5O25,35,3.5475878030399715,530.99027966,1134.385,53.090035733625335,21.231192691260755,2446.3614216131164,4790.061299856368,0.3235647662597332,100.76989736805815,0.6521594648084064
mp-1233440,Mg1Ga4P6H6O18,35,2.559064307451937,508.13509381,783.071,41.38059509293578,17.638305543511795,2625.3537550229885,5035.889365293225,0.3133908776485087,109.59555835694115,0.6136740028568539
mp-777740,Li5V6O5F19,35,2.88623640381269,449.52407394,781.3140000000001,39.60385224133651,21.111335147966965,2704.530603458736,4845.025515368483,0.2736824739805664,117.02419933664592,0.9172939387004732
mp-698295,Co1H14C10N8O2,35,1.4402491412518146,388.79509848,337.209,31.41667333247848,7.243160872524907,2242.5661014006605,5340.302474356897,0.3929510217764485,103.45434237275764,0.1002504400818379
mp-779337,Li5V6O5F19,35,2.845239409614655,456.00125677,781.3140000000001,39.15229506732412,21.289965059768114,2735.445500709833,4872.116141559721,0.2698329905910789,117.74378959327582,0.9591922589736176
mp-677596,Sn5Bi10Te20,35,6.796826993180952,1279.08308076,5235.349999999999,31.72754523273388,13.344324449428935,1401.1840616244438,2699.212727388536,0.3155620811002655,43.01127867462733,0.332285561281795
mp-699429,V1H12C2S2O12F6,35,1.7556137436748764,432.41843505,457.166,18.33242147319099,7.494924180977865,2066.184674443344,4016.7563114252457,0.3200993352412735,91.09831680605852,0.185959674605451
mp-1101576,Sb5P6O24,35,3.6741427890950593,532.69304286,1178.62,30.64896010443823,17.421403720869044,2177.52704351104,3829.355588101964,0.2610632203652768,88.90219984951572,0.6878828980214381
mp-1204427,Cu2Bi8Pb6S19,35,6.674637871902291,908.42071021,3651.367,27.43703686808039,14.540091471503732,1475.9434402764673,2648.619621902084,0.274807779977801,50.52057972203463,0.4333086271638161
mp-669455,Ga4Hg11As4Br16,35,5.40837945979646,1247.65925351,4063.534,10.526015464979022,6.733802307891578,1115.8263262058304,1899.034814197864,0.2363556235517391,34.204724863295375,0.2030069597844325
mp-693689,Na2Ni4Mo4H5O20,35,3.775056238960503,435.27694631,989.532,44.61993982518457,17.60509006935026,2159.520905737036,4247.083263367897,0.3256517949710559,95.0736048389441,0.4402952083895985
mp-1212758,Fe2Co3H4Se6O20,35,3.9140981509886537,460.8522628,1086.261,49.73143085092728,21.6999713196067,2354.581481125603,4483.055970469565,0.3095316001728648,101.49443113322184,0.6720186996358899
mp-1224229,K10Zn4Sn4S17,35,2.70124481939674,1028.19921447,1672.561,21.49661913846101,10.12167437066997,1935.7274430965283,3599.1799197582104,0.2965125337522826,63.750187059418245,0.3649219409982943
mp-1224453,Hf1Tl2Fe2Mo6O24,35,4.4628691743002005,617.13020572,1658.562,27.6184045892279,15.08011622873781,1838.2106012276408,3270.144321683897,0.2690294774732139,71.52526032423876,0.5071155335656484
mp-780936,Li5V6O5F19,35,2.860307942275373,453.59897353,781.3140000000001,39.48344538813204,21.161119282156687,2719.962532186952,4864.994939079066,0.2726427332076154,117.32361309100789,0.9325756751147694
mp-769552,Li1Mg1Cr3Se2S4O24,35,3.0431700911824238,467.855173,857.39,50.33697704726228,24.126712279129663,2815.6972655462764,5206.902673194191,0.2933621367068573,120.51463250456308,0.9914667591544202
mp-1173434,Rb2Cu4H5S4O20,35,2.9053147413477376,502.06319818,878.4,24.94934123676841,11.137891877083236,1957.9649131506708,3701.214021535184,0.305702623487849,81.98257331749153,0.3023791423553709
mp-1209503,Rb8Zr6Mn1Br20,35,3.8381972871106673,1247.79480368,2884.106,20.505915245156903,6.821609610148639,1333.152353906695,2777.1058928911734,0.350270545230145,41.451970078235576,0.1241132297272765
mp-1219881,Rb2Ti1Fe2Mo6O24,35,3.5040048586792114,611.39369265,1290.109,33.27083742304903,17.087017099506333,2208.2629053033334,3999.623596902674,0.2807474008861809,86.31521375734184,0.6466314083275017
mp-1219915,Rb2Ti1Cr2Mo6O24,35,3.430955546640414,620.68520333,1282.411,28.743362930938936,15.250879593486824,2108.3363697086643,3782.11999199106,0.2745752750097155,81.93411152236725,0.5725218847561538
mp-1226277,Cs2Zr2Mn1Mo6O24,35,3.557708032331097,682.77476098,1462.812,32.11908907627417,12.890613871083673,1903.4945936623187,3722.7790607822494,0.3230087337900587,72.09967468266345,0.3363226450126381
mp-557619,Bi14Te13S8,35,6.884652072393681,1167.65870824,4841.04,14.222272736408156,9.827504775520932,1194.7598869196513,1992.250541426484,0.2191837835957018,37.37001478201172,0.3335945079757719
mp-1226541,Cs2Zr1Fe2Mo6O24,35,3.636301234839447,652.27539126,1428.34,33.515865188058115,15.598096533490668,2071.1229217959526,3864.766655859847,0.2985534859049122,79.40303606879984,0.5107281253235884
mp-766088,Li1Cr3Ni1S6O24,35,2.974111458691108,445.55197093,797.9879999999999,53.29530857233552,24.794326557955745,2887.337412975192,5388.447330051571,0.2986168560049352,125.69262393818346,0.9963657976471902
mp-1177029,Li5V6O5F19,35,2.872417898694976,451.68662512,781.3140000000001,37.49833987556113,19.710197072932388,2619.519713784419,4712.091204162997,0.2763681619570728,113.20169394590572,0.8190558405858388
mp-648167,Fe3C8Br16N8,35,3.023567141507894,908.47437792,1654.143,6.013157286476325,4.138790495913712,1169.975892253403,1952.9176625744556,0.2200779013070411,39.79212149301792,0.1260766966080989
mp-1234872,Mg1Ga4P6H6O18,35,2.669415429530754,487.12926716,783.071,62.11671494052906,25.023680850919472,3061.7343951156868,5980.697167597829,0.3224211481390553,129.77575712352362,0.9421846458288416
mp-735822,Fe3Pb8F24,35,7.495509808891824,505.35890335,2281.087,61.81487449666826,17.380126714343714,1522.7404371971402,3367.2795970855977,0.3714644536958654,64.17844801925358,0.2218247297689243
mp-1215798,Zn1Cd4Ga10S20,35,3.918034824774564,785.6027494,1853.583,32.96876249232017,19.945064426112864,2256.231071782074,3898.9813043390473,0.2482771869219632,80.80449601033082,0.987511157523606
mp-1211836,K8Zr6Be1Br20,35,3.571723920560502,1147.06820878,2467.22,15.441355340232535,7.451995958061857,1444.4328744485904,2665.53379511287,0.2921381089320397,45.84147917554147,0.2133495750436069
mp-776992,Li5V6O5F19,35,2.893875872871722,448.33738681,781.3140000000001,40.24996753426872,21.753060160924345,2741.7018872121816,4891.957006516948,0.2710251800484576,118.6988589031157,0.9707425994073744
mp-1209491,Rb8Zr6Be1Br20,35,3.804383588120164,1238.83904486,2838.18,20.592734840807083,6.709674656044639,1328.032127080408,2786.4772865387317,0.3530468149285098,41.40753167045028,0.1185647263288157
mp-772134,Li2Cr3Ni1S6O24,36,2.912967121546441,458.86109849,804.929,58.609280463995205,25.893711132189782,2981.4625459147496,5654.404449686543,0.3074545520185314,128.66754445695915,0.9988833157169288
mp-1203136,H12C2N12O10,36,1.4646511932935329,412.91003786,364.192,25.366518994402355,8.029330933941011,2341.38361113626,4962.720009329573,0.3568387542127895,105.34628055663929,0.1633086072013131
mp-625631,H16N8O12,36,1.3352115506711422,398.19198769,320.172,21.31161592136825,8.49559255225245,2522.4455335581742,4944.175351806951,0.3240603153491974,114.37334933917668,0.2368522830256801
mp-1221463,Na20Nb2Ga2As12,36,3.218594382059376,868.89350142,1684.1219999999998,25.948910278015397,14.927510612550428,2153.577820728367,3774.3940431533,0.2586478146338208,74.67149902855401,0.6751006114255126
mp-568484,La12C4Br20,36,5.006655914895313,1098.83482534,3312.996,25.16812672786507,15.106946395634491,1737.0586069775725,3008.3379213874964,0.249916258276633,55.63820797787863,0.6213513942626858
mp-743600,Zr2Fe2P6Pb2O24,36,4.044516844126315,524.86195527,1278.358,57.24413020101638,24.8396468018911,2478.2172972417497,4726.760313054386,0.310453863658737,102.3037486982616,0.8171736616281106
mp-616141,Cs20Ge4As12,36,4.423076505512813,1444.57039326,3847.724,13.034530030094205,9.21704951080011,1443.5563268314002,2392.7830366994176,0.2138784920824936,42.03530888144165,0.4030097946807718
mp-1306808,Na2Co4H6Se4O20,36,3.763144266769097,407.55187968,923.58,47.41598512471184,21.39939719655265,2384.653789262117,4492.45989196625,0.3038520312697167,107.01170651082408,0.649166429447343
mp-555962,Li4Mo4As4O24,36,3.8171238538219594,476.44379331,1095.188,68.78202255189773,27.786468319332585,2698.041029249495,5265.475540733852,0.3219824412466761,115.20214833379144,0.8924155510990925
mp-5818,Tl16Sn4S16,36,6.639693124961129,1064.92179221,4258.008,22.352354300918797,6.625669304136399,998.9433823683496,2167.254294974181,0.3651175973184816,32.811187916400655,0.0733163364176527
mp-1247171,Ba16C4N16,36,4.901245872126991,836.6466812,2469.388,41.029332262878725,19.35327063192571,1987.119293665564,3692.7039016491135,0.2961973627896968,70.09531743930448,0.6513534927631514
mp-1202829,Ba8Ga4Bi4Te20,36,5.858479010036786,1350.75406385,4765.428,28.601226600889618,14.548918478325302,1575.8791737357196,2862.37944800182,0.282533007701694,47.30458866484383,0.4926596965244524
mp-557488,S36,36,1.9296677172512464,993.36867904,1154.34,0.892793840637839,0.3291649739018444,413.0147314999153,830.7278111564278,0.3358304812445105,13.829392807897356,0.0018718569188216
mp-510608,Zn4Cu4As4H4O20,36,4.139942896286882,457.07434969,1139.52,91.54047850288563,26.46200094818851,2528.215938731907,5534.801964845179,0.3681661074106546,110.13350193861255,0.5436843558480563
mp-1180466,Ni4P4C20O8,36,1.419732612195971,850.1888594,726.88,10.6796744890523,5.777133878093999,2017.2184734066443,3598.315506092597,0.2708466056446301,70.55585127879036,0.2284728081410484
mp-1198002,Cs8V4S20O4,36,3.0266183736936627,1082.12004053,1972.304,12.616247898725126,5.329110289952975,1326.931555498286,2552.663998894495,0.3148665415956622,43.06300880305432,0.1160859201875322
mp-17446,Pr4Pt4F28,36,5.66598628377152,549.78214987,1875.888,40.37399745660478,20.039919657861127,1880.659744591212,3441.150981391145,0.2870538939646956,76.21882605436942,0.5851859805046326
mp-732350,Hg4C16N4Cl12,36,2.435770976369812,1006.25755717,1476.0,5.960014762201223,3.000329261967301,1109.854975113728,2022.187104577931,0.284462960756803,36.759749605703874,0.0641729985721635
